idFrame,name,description
1071,Convoy,"A #Convoy consists of several #Vehicles which move together to transport #Cargo from a Source to a Goal.

<ex>A [[convoy|con]|Target] [of several dozen vehicles|veh] was stopped at the border for several hours while border guards inspected their cargo.</ex>

<ex>Trained gunmen hijacked a [medical supply|car] [[convoy|con]|Target] headed for the city.</ex>

<ex>The [southbound|dir] [[convoy|con]|Target] [of two vans and several armored vehicles|veh] arrived safely 10 hours after it had departed.</ex>"
243,Cooking_creation,"This frame describes food and meal preparation.  A #Cook creates a #Produced_food from (raw) #Ingredients.  The #Heating_instrument and/or the #Container may also be specified.

<ex>[Caitlin|Cook] [baked|Target] [some cookies|Food] [from the pre-packaged dough|Ingredients].</ex>
"
199,Corporal_punishment,"Blend of the Rewards_and_punishments and Cause_harm frames, in which the #Agent performs some action intended to cause bodily harm to the #Evaluee for some #Reason.  The #Reason is some action or state of the #Evaluee, and may even include difficult to detect states like beliefs.

<ex>[The Sheriff|Evaluee] [flogged|Target] [him|Agent] [for his crimes|Reason].</ex>
"
670,Correctness,"A particular piece of #Information is evaluated for its accuracy.  The #Degree of correctness may also be expressed.  The #Source of information may also metonymically stand in for the #Information.

<ex>Is your reputation at risk due to [incorrect|Target] [information|inf]?</ex>
<ex>If your dealership service people make such [totally|deg] [wrong|Target] [claims|inf], I would be uncomfortable trusting their warranty claims too.</ex>
<ex>All users must verify the [correctness|Target] [of their own information.|inf]</ex>
<ex>We found [all of his information|inf] to <m>be</m> [right|Target].</ex>"
320,Corroding,"In this frame the #Patient, an inorganic item, undergoes a chemical process which renders it less useful, desirable or stable. <ex></ex> <ex> [The bike|Patient] [rusted|Target].  </ex><ex>[The metal|Patient] [corroded|Target] [into a mass of slime|Result].</ex> <ex>[The bikes|Patient] [rusted|Target] [from their former beauty|I-state].</ex>"
322,Corroding_caused,"In this frame, the #Patient, an inorganic item, undergoes a chemical process caused by another entity, which renders it less useful, desirable or stable.  The process may or may not be under the control of an #Agent. <ex></ex> <ex>[The metal|Patient] was [corroded|Target] [by the water|Cause].  </ex><ex>[Acid rain|Cause] [corroded|Target] [the metal|Patient] [into a mass of slime|Result].</ex>"
50,Cotheme,"This frame contains words that necessarily indicate the motion of two distinct objects. The #Theme is typically animate and is expressed the same way a Self-mover is expressed in the Self-motion frame--i.e. as the subject of a target verb. The #Cotheme may or may not be animate and is typically expressed as a direct object or an oblique. #Source, #Path, #Goal, and the other frame elements common to motion words also regularly occur with the words in this frame.
<ex></ex>
<ex>[She|Theme] [accompanied|Target] [him|Cotheme] [in the ambulance|Mode_of_transportation] [to Hollywood Memorial Hospital|Goal].</ex>

<ex>[Police|Theme] [persue|Target] [teenage joyrider|Cotheme] [across three counties|Path].</ex>

<ex>[My|Theme] [pursuit|Target] [of academic superiority|Cotheme] shows that I was still striving to be the person my parents wanted me to be.</ex>"
1119,Counterattack,"An #Assailant physically attacks a #Victim (which is usually but not always sentient), causing or intending to cause the #Victim physical damage. The attack is a response to an earlier attack by the #Victim on the current #Assailant (or by actors associated with the #Assailant or #Victim).

A #Weapon used by the #Assailant may also be mentioned, in addition to the usual #Place, #Time, #Purpose, #Explanation, etc.  Sometimes a location is used metonymically to stand for the #Assailant or the #Victim, and in such cases the #Place FE will be annotated on a second FE layer.

<ex>Are [we|Asl] [counterattacking|Target] [them|Victim] [just to keep them off balance|Purp]?</ex>"
415,Court_examination,"A #Questioner asks a #Witness (or defendant) questions in the context of a court procedure.
<ex>[We|Questioner] 'd like to [cross-examine|Target] [the witness|Witness] if we can.</ex>"
496,Craft,"A  particular #Activity, performed conventionally or habitually by more than one #Practitioner  within a #Culture, is described  in terms of its method.


<ex>One lived-in cabin also had a grassy roof, as if the [craft|Target] [of thatching|Act] had died out locally</ex>

"
291,Creating,"A #Cause leads to the formation of a #Created_entity.

<ex>[Dr. Frankenstein|Creator] [created|Target] [a monster|Created_entity].</ex>"
1269,Crime,"During her stay at a #Place, the #Tourist may be the victim of a #Crime."
445,Crime_scenario,"A (putative) #Crime is committed and comes to the attention of the #Authorities.  In response, there is a Criminal_investigation and (often) Arrest and criminal court proceedings.  The Investigation, Arrest, and other parts of the Criminal_process are pursued in order to find a #Suspect (who then may enter the Criminal_process to become the Defendant) and determine if this #Suspect matches the #Perpetrator of the #Crime, and also to determine if the #Charges match the #Crime.  If the #Suspect is deemed to have committed the #Crime, then they are generally given some punishment commensurate with the #Charges.


"
408,Criminal_investigation,"This frame describes the process that involves the inquiry and determination by an authority, the #Investigator, of the circumstances surrounding an #Incident perpetrated by a #Suspect.

<ex>[The police|Investigator] are [investigating|Target] [the bank's reported loss of several thousand dollars from their downtown branch's top security vault|Inc]. [DNI|Sus] </ex>
<ex>[Authorities|Investigator] are [investigating|Target] [several murders|Inc]. [DNI|Sus]</ex>"
180,Criminal_process,"A #Suspect is arrested by #Authorities on #Charges related to an #Offense, then is arraigned as a #Defendant.  If at any time the #Defendant pleads guilty, then the #Defendant is sentenced, otherwise the #Defendant first goes to trial. During trial, the #Defense and #Prosecution present arguments on behalf of and against the #Defendant, respectively. If the #Jury comes up with a guilty verdict at the end of the trial, the #Defendant is sentenced.  In the end, the #Defendant is either released or is given a Sentence by a #Judge at the sentencing.

<ex></ex>

The Core roles in this frame and its subframes include #Authorities, #Charges, #Court, #Defendant, #Defense, #Judge, #Jury, #Offense, #Prosecution, and #Suspect.
Non-Core roles include #Place, #Time, #Victim, and #Witness. "
1246,Crowd,"Group of people, the #Fans, that support a sports team. The crowd watches the games in stadiums or elsewhere wearing uniforms and flags of their teams."
1306,Crowd_reactions,This scene depicts how the #Crowd reacts to the match.
44,Cure,"This frame deals with a #Healer treating and curing an #Affliction (the injuries, disease, or pain) of the #Patient, sometimes also mentioning the use of a particular #Treatment or #Medication. This frame differs from Medical_intervention in that this frame deals only with cases in which the #Patient is cured of the #Affliction, not just treated for the #Affliction.
<ex></ex>
<ex>[Isis|Healer] then [cured|Target] [Re|Patient] [by reciting a spell|Treatment].</ex>

<ex>Another student became convinced that [God|Healer] was going to [heal|Target] [the clergyman|Patient] [of his cancer|Affliction].</ex>"
350,Custom,"A #Behavior is classified as entrenched for a #Protagonist or a #Society. The #Behavior may be associated with a particular #Domain of experience and described with a #Descriptor. This indicates that the #Behavior is commonly performed by the #Protagonist or members of the #Society.

<ex>It is an [old|Descriptor]  [Jewish|Society] [custom|Target]. </ex>
<ex>He was unaware of the [Japanese|Society] [custom|Target] [of waiting until the giver had departed|Behavior]. </ex>
<ex> The [ancient|Descriptor] [tradition|Target] [of swan-upping|Behavior] has been taking place on the river Thames.</ex>
<ex>Smithers thought that [hunting lions|Behavior] was just another [native|Society] [custom|Target] </ex>
<ex>Marko showed great respect for the [social|Domain] [customs|Target] [of his people|Society].</ex>
<ex> When I reply to debates , it is [my|Protagonist] [custom|Target] [to have heard all the speeches that have been made|Behavior]. </ex>"
240,Cutting,"An #Agent cuts a #Item into #Pieces using an #Instrument (which may or may not be expressed).

<ex>At the ceremony, [the CEO|Agent] [cut|Target] [the red ribbon hanging across the main entrance|Item] [into a glorious confetti|Pieces].</ex>"
934,Cycle_of_existence_scenario,"An Entity comes into being, exists for some time, and ceases to be."
938,Cycle_of_life_and_death,"A #Protagonist is born or sprouts, lives, dies, and then is dead."
384,Damaging,"An #Agent affects a #Patient in such a way that the #Patient (or some #Subregion of the #Patient) ends up in a non-canonical state.  Often this non-canonical state is undesirable, and some lexical units (marked with the Negative semantic type) specifically indicate that the #Patient is negatively affected.  Some lexical units of this frame indicate by what means the #Patient is altered (e.g., scrape.v) and in some cases give some indication of the detailed effect on the #Patient (e.g., score.v, chip.v), and in other cases, both are specified (tear.v). For another set of lexical units, the action and its result are much less specified (e.g., damage.v).

Compare this frame with Destroying, Cause_to_fragment, and Render_nonfunctional.

<ex>[That idiot|Agent] just [dented|Target] [my car|Patient]!</ex>
<ex>[Some ne'er-do-wells|Agent] [defaced|Target] [the Park's wall|Patient] [with spray paint|Instrument] [to show their anger at local natural resources allocation policy|Purpose].</ex>
<ex>Please don't [damage|Target] [the goods|Patient].</ex>"
344,Daring,"An #Agent performs some #Action which is considered imprudent.  This frame is distinct from Attempt in that the danger that the #Agent puts themselves in by performing the #Action is profiled.  The danger is not spelled out, but generally the #Action has a possibility or likelihood of causing social or physical harm to the #Agent.

<ex>[I|Agent] [risked|Target] [taking another look|Action].</ex>
"
284,Dead_or_alive,"A #Protagonist is in the dynamic, maintained state of being alive or has exited this state.

<ex>[Frank's|Protagonist] [dead|Target] [body|Figure] was apalling.</ex>"
47,Death,"The words in this frame describe the death of a #Protagonist.  A #Cause of death may also be expressed obliquely.
<ex></ex>
<ex>The machine was not switched off, but [Mr. Lavelle|Protagonist] [died|Target] [of natural causes|Explanation], police said.</ex>

<ex>To avenge the [death|Target] [of a son|Protagonist] is not hasty work, if he is to be honored.</ex>"
1079,Deception_end,A #Deceiver succeeds or fails in causing a #Victim to have a misunderstanding about a #Topic.
1078,Deception_scenario,"Deception is a scenario in which a #Deceiver attempts to make it such that a #Victim comes to an incorrect understanding about a #Topic. This may be done by presenting a misleading #Phenomenon to the #Victim, or by concealing the existence of items which the #Victim may be interested in. Note that the #Victim is not necessarily aware of the (possible) existence of the #Topicor items related to it."
1054,Deception_success,A Deceiver successfully causes a Victim to end up with incorrect beliefs about a Topic. The Victim comes to these beliefs from perceiving a Deception.
335,Deciding,"A #Cognizer makes a #Decision, which may be about an entity or a course of action.

How (and whether) this frame is distinct from Choosing is currently up for debate.

<ex>[Mo|Cognizer] [decided|Target] [to quit the program|Decision].</ex>
"
613,Defending,"A #Defender responds to an #Assailant's attack on a #Victim by directly, and usually violently, countering it.

<ex>[Samantha|def] [stalwartly|man] [defended|Target] [the gateway|vic] [from the wraiths|assail], [crouching low over Stephen's prone form|dep].</ex>"
884,Degree,"LUs in this frame modify a gradable attribute and describe intensities at the extreme positions on a scale.

<ex>She is [very|Target] [brave|Gradable_attribute].</ex>

<ex>It is [that|Target] [simple|Gradable_attribute]!</ex>

<ex>The feuds are [so|Target] [vicious|Gradable_attribute] because the stakes are so low.</ex>

<ex>The plant is [totally|Target] [red|Gradable_attribute]  without the slightest hint of green.</ex>
"
560,Degree_of_processing,"A #Material has been processed (generally industrially) to some #Degree in order to make it more useful for some (usually implicit) function.  In some cases, an #Alterant is used to process the #Material.

<ex></ex>"
1261,Delegation,Committe that represents a #Country in a sports event. It is composed of the athletes and coaching staff.
766,Delimitation_of_diversity,"An #Item which encompasses characteristics or types whose diversity is indicated by adducing a #Limit1 and a #Limit2 which differ considerably from each other.  In some cases, the #Limit2 and #Limit1 are construed together as #Limits.  Alternatively, the values of a particular #Variable for the #Item and its #Limits may be profiled.

<ex>[Prices|Item] [range|Target] [from 10 to 20 dollars|Limits].</ex>
<ex>Prices range from 10 to 20 [dollars|Variable].</ex>"
944,Delimited_state_scenario,A #State (often an ongoing process) is ongoing for some period of time.
617,Delivery,"A #Deliverer hands off a #Theme to a #Recipient or (more indirectly) a #Goal location, which is accessible to the #Recipient.


<ex>[The staff of Ebags|del] [delivered|Target] [the umbrella|Theme] [well ahead of schedule|Time].</ex>

<ex>In each class [a dove|del] flew in and [delivered|Target] [a red rose|Theme] [to Ginny|rec].</ex>

<ex>The Pontifical Delegation for the [delivery|Target] [of the Icon of the Kazan Mother of God|Theme] will arrive tomorrow. </ex>"
1381,Deny_or_grant_permission,"In this frame, an #Authority allows a #Protagonist to know (in some way) that they may or may not engage in an #Action. For lexical units of this frame marked with the semantic type """"Negative"""", e.g., authorize.v, the #Authority has the power to tell the #Protagonist not to do something, but does not do so. It is assumed that if the #Protagonist engages in the #Action without permission, then the #Authority will punish the #Protagonist in some way, at least with disapproval; if the #Authority grants permission, however, the #Authority is agreeing not to impose a punishment on the #Protagonist for performing the #Action.


<ex>[The police officer|Authority] [forbid|Target] [me|Protagonist] [from turning around|Action] .</ex>
<ex> [My mother|Authority] [okayed|Target] [me|Protagonist] [to go to the movies with Simon|Action] . </ex>

<ex> [The teacher|Authority] <m>gave</m> [the children|Protagonist] [permission|Target] [to eat their lunch outside|Action]. </ex>

<ex>[The Church|Authority] had [sanctioned|Target] [for recital after Mass|Circumstances] [a special prayer to St. Michael|Action].</ex>"
51,Departing,"An object (the #Theme) moves away from a #Source. The #Source may be expressed or it may be understood from context, but its existence is always implied by the departing word itself.

<ex>[The plane|Theme] [leaves|Target] [at seven|Time].[DNI|Source].</ex>

<ex>[His|Theme] [departure|Target] [from the dock|Source] was delayed by hundreds of tearful farewells.</ex>

<ex>[We all|Theme] [exited|Target] [the room|Source] [slowly|Speed].</ex>"
1467,Description_of_symptom_or_health_condition,
1465,Description_oriented_by_body_part,
429,Deserving,"The existence of a #State_of_affairs is sufficient reason for taking an #Action . The agent who is justified in taking the suggested #Action is not part of the immediate scene, however.

<ex>[The underwater sequences|State_of_affairs] [warrant|Target] [the price of the admission alone|Action].</ex>

<ex> '[Desperate situations|State_of_affairs] [call|Target]  [for desperate measures|Action] ,"""" said Mr Eames grandly.</ex>"
326,Desirability,"This frame concerns an #Evaluee being judged for its quality, i.e. how much it would probably be liked.  In many cases, the #Evaluee is implicitly judged good or bad relative to other instances of its type. The #Evaluee's desirability is determined by one or more #Parameters, which are scalar properties of the #Evaluee. The evaluation may also explicitly be relativized to a set of #Circumstances, a #Comparison_set of entities that belong to the same class as the #Evaluee, or an #Affected_party. The #Degree of goodness or badness may also be expressed.

Note: With some targets, desirability is conventionally aligned with quantity, i.e., GOOD is MORE.

<ex>[The view|Evaluee] was  [astonishing|Target].</ex>
<ex>[On clear days|Circumstances], [the view|Evaluee] was [excellent|Target].</ex>
<ex>The book is [astounding|Target] [in its scope|Parameter].</ex>
<ex>The games have been [awful|Target] [for the team|Affected_party].</ex>
"
636,Desirable_event,"A particular #State_of_affairs is desirable.  The #State_of_affairs may be required to achieve a #Purpose.  A set of #Circumstances may be specified under which the assessment of desirability holds.


<ex>[You|sta] [should|Target] [take the doses about 12 hours apart and at the same time each day|sta].</ex>
<ex> [If the metal is seriously rusted or warped|cir], [it|sta] [should|Target] [be repaired or replaced with a chimney top damper|sta].</ex>
<ex>[To ensure that|pur], [you|sta] [should|Target] [have no CLASSPATH set|sta].</ex>"
338,Desiring,"An #Experiencer desires that an #Event occur.  (Note that commonly a resultant state of the #Event will stand in for the #Event.)  In some cases, the #Experiencer is an active participant in the #Event, and in such cases the #Event itself is often not mentioned, but rather some #Focal_participant which is subordinately involved in the #Event. <ex></ex>Generally, the use of a word in this frame implies that the specific #Event has not yet happened, but that the #Experiencer believes that they would be happier if it did.  Sometimes the #Time_of_event, #Purpose_of_event, or the #Location_of_event are mentioned without the explicit mention of the #Event.
<ex>[I|Experiencer] only [wanted|Target] [one piece of candy|Foc].</ex>
<ex>[The company|Exp] <m>was</m> [eager|Target] [for him|Foc] [to leave as soon as possible|Event].</ex>
<ex>[Susan|Exp] [really|Degr] [wishes|Target] [that you 'd listen to her|Event].</ex>"
808,Destiny,"An #State_of_affairs will come to hold with respect to a #Protagonist at some future time. The #Protagonist is not conceived of as having control over whether the #State_of_affairs will hold: obscurely related previous actions or circumstances, or some hidden power may have already determined that it will occur.

<ex>[Exile|soa] <m>was</m> [his|pro] [fate|Target] and he triumphantly turned it into the fruit of his life.</ex>

<ex>One could say that it <m>was</m> [Indonesia's|pro] [destiny|Target] [to initiate the decolonization process|soa].</ex>

<ex>[The sun's|pro] ultimate [fate|Target] <m>is</m> [as a white dwarf, a dense, cold core the size of the earth|rol].</ex>

<ex>At the time it did not appear that [greatness|soa] <m>was</m> <m>in</m> [her|Protagonist] [stars|Target].</ex>

<ex>Nine for [mortal men|Protagonist] , [doomed|Target] [to die|State_of_affairs] .</ex>

<ex>This seemingly [predestined|Target] [meeting between a creator and the model he has pursued all his life|State_of_affairs] suggests a kind of miracle . </ex>
"
386,Destroying,"A #Destroyer (a conscious entity) or #Cause (an event, or an entity involved in such an event) affects the #Patient negatively so that the #Patient no longer exists.  <ex>[An asteroid|Cause] [obliterated|Target] [the dinosaurs|Patient].</ex>"
640,Detaching,"The Detaching frame covers two situations: a scene in which somebody causes one thing to be physically detached from something else; or a scene in which somebody causes two things to be disconnected from each other. In the first, the frame includes an #Agent who detaches an #Item from a #Source, creating an asymmetric relationship between the #Item and the #Source. In the second, the #Agent attaches two #Items to each other, where each serves as a #Source relative to the other, creating a symmetric relationship between the two #Items. Note in both cases, after the removal of the connector, the #Items that were formerly attached re-appear as the two separate or potentially separate entities that they were throughout.

<ex>[They|Agent] finally [unchained|Target] [me|Item] [from my desk at work|Source] and I'm leavin town.</ex>
<ex>[Before adding a new area of color|Time], [he|Agent] [detached|Target] [the canvas|Item] [from the stretcher|Source] and laboriously scraped away the old paint in that spot.</ex>
<ex>[She|age] [unhooked|Target] [the leash|ite] [from Patty's collar|sou], and pulled her up on the couch.</ex>"
286,Detaining,The #Authorities hold a #Suspect under suspicion of having committed a crime (#Charges). The #Holding_location and period of detention (#Duration) may also be specified. <ex>[The police|Authorities] [held|Target] [Mr. Smith|Suspect] [in the slammer|Holding_location] [on charges of killing his lawyer|Charges].</ex>
1056,Detonate_explosive,"An #Agent causes an #Explosive device to explode.

<ex>[Who|Agent] [detonated|Target] [that bomb|exp]?</ex>"
1484,Diagnosing,
19,Differentiation,"Words in this frame have to do with a #Cognizer being aware (or not being aware) of the difference between two #Phenomena, which may be expressed jointly or disjointly.

<ex>It is very difficult for [people|Cognizer] to [visually|Means] [distinguish|Target] [between living and non-living things|Phenomena] [from such a great distance|Circumstances] .</ex>

"
345,Difficulty,"An #Experiencer has an easy or difficult time carrying out an #Activity. The ease or difficulty associated with the #Activity seems to often be associated with a prominent participant. However, we consider this impression to be due to the syntax and pragmatics of the relevant sentence constructions and employ no special FE for such participants. The #Degree of ease or difficulty is often specified as well as a set of #Circumstances. A #Parameter may be mentioned that indicates in which respect the #Activity is judged to be easy or difficult.
<ex></ex>
Unmarked LUs of this frame indicate that something is easy, while LUs of this frame that mean the opposite of easy are marked with the semantic type """"Negative"""", as in difficult.a, arduous.a, and a bitch.n.

<ex>(1) [John|Activity] <m>is</m> [easy|Target] [to please|Activity].</ex>
<ex>(2) It <m>is</m> [easy|Target] [to get Alex annoyed|Activity].</ex>
<ex>(3) [Smithers|Activity] is [very|Degree] [tough|Target] [for me|Experiencer] [to please|Activity].</ex>
<ex>(4) [VWs|Activity] are [easy|Target] [to repair|Activity].</ex>
<ex>(5) [The dating of western sculpture|Activity] is [difficult|Target].</ex>
<ex>(6) [In that kind of wind|Circumstances] [the course|Activity] is [physically|Parameter] [very|Degree] [tricky|Target].</ex>
<ex>(7) [The last question on the exam|Activity] <m>was</m> [hard|Target]. </ex>
<ex>(8) The last one was a [hard|Target] [question|Activity] [to answer|Activity]. </ex>"
99,Dimension,"This frame concerns  words that express an #Object's position on a scale, its #Measurement, with respect to some attribute, its #Dimension.  #Locus,  identifying the sub-region of the #Object where the #Dimension is measured, may also be expressed.

<ex>[The tower|Object] is [10 feet|Measurement] [tall|Target].</ex>

<ex>[The  new vase|Object] is [5 cm|Measurement] in [circumference|Target] [at the top|Locus].</ex>

Adjectives in this frame <ment>must</ment> appear with a measurement expression like <ment>5 cm</ment>.

Note the tagging of  <ment>six feet</ment> on the GF and PT layers in the following sentence.

<ex>[The woman|Object] was [six feet|Measurement] [tall|Target].</ex>

The GF of <ment>six feet</ment> is Dep and the PT is NP."
1253,Dining,It describes buildings and food services offered to the #Tourist.
193,Direction,"This frame covers the basic uses of direction words like the adverbs east, up, and forward.  These are used either to talk about a direction of facing (e.g., facing outward, pointing left, looking downward, turn east) or to talk about actual or metaphorical motion (went up, traveling due north).  Lexical units of this frame typically have a semantic type that refers to the means of determining the direction (e.g. forward.adv has the semantic type Landmark_front, meaning that """"forward"""" is defined with respect to the direction from the center of some entity to its front, however defined).  Nevertheless, some words like way.n and direction.n are used exactly when normal means of specifying direction are not available, and obligatorily occur with some other means of specifying the direction (""""that way"""", """"the same way"""", """"the direction she went"""").

This frame is most frequently used to describe the motion of something along the #Path from the #Landmark, which is normally implicitly identified as the location of the viewpoint:

<ex>We went [[north|Path]|Target] . [DNI|Landmark]</ex>

In such cases, a #Distance from the #Landmark can also be given:

<ex>After she was knocked on the head , it seemed like everything had moved [three feet|Distance] <m>to</m> the [left|Target] . [DNI|Landmark]</ex>

It can often be used for direction of facing, which is not compatible with the #Distance frame element:

<ex>Look [[left|Path]|Target] and you 'll see it . [DNI|Landmark] </ex>

Although rare for certain lexical units (e.g., upward.adv), most words in this frame are commonly used in a fictive motion pattern to identify locations that can be reached by moving in the indicated way from the #Landmark:

<ex>The book was unreachable, [10 feet|Distance] [[up|Path]|Target] on the shelf. [DNI|Landmark]</ex>
<ex>[[East|Target]|Path] [of Mt. Diablo|Landmark] the Sierras rise majestically above the Central Valley.</ex>
<ex></ex>

In this fictive motion case, the #Domain and the #Independent_variable are both spatial, and should be marked as metaphorical.

Note this differs from members of the Directional_locative_relation frame (e.g., above.prep), which can only be used for relative static positions, and not for facings or for directions of motion:

<ex>??? The book faced [above|Target] the door .</ex>
vs.
<ex>The book faced [upward|Target] .</ex>

A potential point of confusion is that the Directional_locative_relation frame is also used for cases in which adverbs like east.adv, etc. are followed by """"of"""", since such expressions can only be used of static relative positions and not facings:

<ex>??? I faced [east|Target] of the mountains .</ex>

Another potential point of confusion is that nouns referring to directions can be used for facings if they are preceeded by the word """"to"""".  Since this use of to.prep can be found with a broader class of words like side.n, we interpret this sense of to.prep as mapping relative postitions (belonging to the Directional_locative_relation frame) to true Directions, in the sense of this frame.  This applies to expressions like """"to the east"""", as well as """"to both sides"""" and """"to the rear"""".  In the future, we may add these as multi-word members of the frame.

In the following case, the #Domain is """"potency"""" and the #Independent_variable is, as usual, time; again, the example should be marked as metaphorical.

<ex></ex>
<ex>They decided to rerate the medication [downward|Target] [in potency|Domain] .</ex>
<ex></ex>

In mathematical terms, all of these uses can be understood as a #Path, made up of a set of positions in some N-space #Domain (by default spatial, or metaphorically, other domains), being determined as a function of a #Landmark (which may be incorporated and is usually implicit) and some one-dimensional #Independent_variable (time, or, metaphorically, other domains).  The #Domain and/or the #Independent_variable are normally incorporated in the basic definition of the target; thus, for example, up.adv, by default, indicates the #Domain is space, and time is the #Independent_variable. From a linguistic point of view, we consider these literal spatio-temporal uses to be basic, and other cases, where space is replaced by some other kind of quantity, is to be understood as metaphorical."
1200,Directional_locative_relation,"A #Figure is located relative to a (presumably more easily located) #Ground, asserting that the #Figure lies (approximately) on line from the #Ground whose direction is established by semantic types of the particular LUs.

<ex>[The plane landed|Figure] [10 miles|Distance] [due|Directness] [north|Target] [of Lake Travis|Ground] in an empty field .</ex>
"
1329,Direct_fouls,"An #Infractor acts carelessly, reckelessly or using excessive force against his #Opponent. In football, such fouls usually lead to a direct free kick."
1175,Disaster_scenario,"This frame covers the large scenario for characterizing disasters, including the occurrence of particular types of disasters and the range of responses to disasters."
28,Discussion,"Two (or more) people (the #Interlocutors, also encodable as #Interlocutor_1 and #Interlocutor_2) talk to one another. No person is construed as only a speaker or only an addressee. Rather, it is understood that both (or all) participants do some speaking and some listening--the process is understood to be symmetrical or reciprocal.  This frame differs from the Chatting frame in that the #Interlocutors have a particular question that they are attempting to decide or understand.

<ex>[I|Interlocutor_1] would rather [discuss|Target] [politics|Topic] [with anyone but him|Interlocutor_2].</ex>

<ex>[World leaders|Interlocutors] met to [discuss|Target] [global warming|Topic] [on the coldest day of the year.|Time]</ex>"
1272,Disease,"During her stay at a #Place, the #Tourist may get sick."
746,Disembarking,"A #Traveller leaves from or dismounts a #Vehicle.

<ex>[The passengers|tra] [disembarked|Target] [in Southampton|pla].</ex>

<ex>They then informed the passengers that, if the aircraft were to leave the runway, [they|tra] would likely be [deplaning|Target] [through the rear cabin doors|Path].</ex>"
731,Disgraceful_situation,"An implicit cognizer judges that a particular #State_of_affairs for which a #Protagonist is responsible is socially unacceptable.

<ex>He called it a [disgraceful|Target] [situation|soa]. [INI|Protagonist]</ex>

<ex>To my mind it was undoubtedly the [most utterly|deg] [shameful|Target] [act the chess world had witnessed since 1485|soa]. [INI|Protagonist]</ex>

<ex>It is not at all [shameful|Target] [for a man|pro] [to allow himself to be ruled by others|soa].</ex>

<ex> We are grateful to Mr. Mattick for bringing this [disgraceful|Target] [building|soa] and its vile nuisance to the attention of the Henley District . [INI|Protagonist]</ex>

<ex>[That comparison|soa] <m>is</m> [shameful|Target] [because it is comparing apples and oranges|exp]. [INI|Protagonist]</ex>"
242,Dispersal,"An #Agent or a #Cause disperses or scatters #Individuals from the #Source,a relatively confined space, to a the #Goal_area, a broader space.

<ex>[She|Agent] [scattered|Target] [his ashes|Individuals] [in the bay|Goal_area].</ex>"
1438,Distance_scenario,"This frame abstracts over various viewpoints on the specification or description of #Distance.  #Distance may either be precisely specified as a #Count of some standard #Unit (as in <ment>meters</ment> or <ment>inches</ment>), or may be described by the #Degree that it differs from expectation (as in <ment>near</ment> or <ment>far</ment>)."
1104,Distant_operated_IED,"A improvised explosive device, the #Bomb, is rigged to detonate when it receives a signal, typically by a wire that leads to a trigger. The trigger may be operated directly by the #Detonator, in which case the weapon is known as a CWIED (command wire IED). Or, the triggering mechanism may be activated wirelessly, such as by a cell phone. In this case, the weapon is called an RCIED (remote control IED).

<ex>These photographs were taken in the wake of a [[CWIED|Bomb]|Target] attack on the British.</ex>

<ex>The purpose of this device is to prevent an [[RCIED|Bomb]|Target] from detonating.</ex>"
542,Distinctiveness,"A #Feature of an #Entity serves to distinguish the #Entity from other members of its type which have a different value for the #Feature.  Note that the #Entity is often implicit.

<ex>His [distinctive|Target] flowing [gait|Feature] and skill with the rapier set him apart from his fellows.</ex>
<ex>[The swinging axe-kick|Feature] was [characteristic|Target] [of Xena|Entity].</ex>
"
1203,Distributed_abundanced,"There is a #Location and an abundant or large #Theme.  The #Location and #Theme are largely coextensive, i.e. occupying the same area."
70,Distributed_position,"This frame involves a static (primarily spatial) relationship between a #Location and a #Theme, in which the #Theme is located in many or all subregions of the #Location, and is thus construable as covering it. The #Time when the covering configuration holds, and the #Subregion of the #Location that is involved may, optionally, be indicated.

<ex>[By Summer|Time], [weeds|Theme] [dotted|Target] [the field|Location] .</ex>
<ex>[The papers|Theme] [around|Target] [my office|Location] were too messy .</ex>
Prepositional and verb targets of this frame differ in the ways they can participate in forming sentences; one of the most important differences is that prepositions may modify the entire sentence to describe the event (the #Theme) as distributed over the #Location.
<ex>[Puddles were rippling|Theme] [all over|Target] [the roof|Location] .</ex>

Some members of this frame specifically indicate that the configuration is attractive or unattractive; this is indicated by the semantic types Positive_judgement and Negative_judgement respectively.  Some of the non-verb LUs of the frame (esp. around.prep) refer to multiple possible positions that might be occupied by a single #Theme, often accompanied by """"somewhere"""":

<ex>I hope [my wallet|Theme] <m>is</m> [around|Target] [here|Location] ([somewhere|Region_quantification]) .</ex>

These same LUs may refer a vague sequence of locations occupied by a single #Theme:

<ex>[I|Theme] kept <m>walking</m> [around|Target] [my apartment|Location] .</ex>

All or virtually all of the verbs used statically in this frame can also occur in the frame Filling, producing pairs such as the following:

<ex>Filling: Pat [covered|Target] the table with flowers.</ex>
<ex>Distributed_position: [Flowers|Theme] [covered|Target] [the table|Location].</ex>
<ex></ex>
Please note: <ment>adorned</ment>, <ment>covered</ment>, etc are in the Abounding_with frame because of the point of view shift.
<ex></ex>
<ex>[The tree|Location] was [studded|Target] [all over|Subregion] [with soft dark fruit|Theme].</ex>"
